Sirius,6.752481,-16.716116,-1.44,32349
Canopus,6.399195,-52.69566,-0.62,30438
Arcturus,14.26103,19.18241,-0.05,69673
Rigil Kentaurus,14.660765,-60.833976,-0.01,71683
Vega,18.61564,38.783692,0.03,91262
Capella,5.27815,45.997991,0.08,24608
Rigel,5.242298,-8.20164,0.18,24436
Procyon,7.655033,5.224993,0.4,37279
Achernar,1.628556,-57.236757,0.45,7588
Betelgeuse,5.919529,7.407063,0.45,27989
Hadar,14.063729,-60.373039,0.61,68702
Altair,19.846388,8.868322,0.76,97649
Acrux,12.443311,-63.099092,0.77,60718
Aldebaran,4.598677,16.509301,0.87,21421
,5.277926,46.000842,0.96,
Spica,13.419883,-11.161322,0.98,65474
Antares,16.490128,-26.432002,1.06,80763
Pollux,7.755277,28.026199,1.16,37826
Fomalhaut,22.960838,-29.622236,1.17,113368
Becrux,12.795359,-59.688764,1.25,62434
Deneb,20.690532,45.280338,1.25,102098
,14.660346,-60.8383,1.35,71681
Regulus,10.139532,11.967207,1.36,49669
Adhara,6.977097,-28.972084,1.5,33579
Castor,7.576634,31.888276,1.58,36850
Gacrux,12.519429,-57.113212,1.59,61084
Shaula,17.560145,-37.103821,1.62,85927
Bellatrix,5.418851,6.349702,1.64,25336
Alnath,5.438198,28.60745,1.65,25428
Miaplacidus,9.220041,-69.717208,1.67,45238
Alnilam,5.603559,-1.20192,1.69,26311
Alnair,22.137209,-46.960975,1.73,109268
Alnitak,5.679313,-1.942572,1.74,26727
,8.158876,-47.336588,1.75,39953
Alioth,12.900472,55.959821,1.76,62956
Mirphak,3.405378,49.86118,1.79,15863
Kaus Australis,18.402868,-34.384616,1.79,90185
Dubhe,11.062155,61.751033,1.81,54061
Wezen,7.139857,-26.3932,1.83,34444
Alkaid,13.792354,49.313265,1.85,67301
Avior,8.375236,-59.509483,1.86,41037
Sargas,17.62198,-42.997824,1.86,86228
Menkalinan,5.992149,44.947433,1.9,28360
Atria,16.811077,-69.027715,1.91,82273
Alhena,6.628528,16.399252,1.93,31681
,8.745059,-54.708821,1.93,42913
Peacock,20.427459,-56.73509,1.94,100751
Polaris,2.52975,89.264109,1.97,11767
Mirzam,6.378329,-17.955918,1.98,30324
Alphard,9.45979,-8.658603,1.99,46390
Hamal,2.119555,23.462423,2.01,9884
Algieba,10.332873,19.841489,2.01,50583
Diphda,0.72649,-17.986605,2.04,3419
Nunki,18.92109,-26.296722,2.05,92855
Menkent,14.111395,-36.369954,2.06,68933
Alpheratz,0.139791,29.090432,2.07,677
Mirach,1.162194,35.620558,2.07,5447
Saiph,5.795941,-9.669605,2.07,27366
Kochab,14.845105,74.155505,2.07,72607
,22.711115,-46.884577,2.07,112122
Rasalhague,17.582241,12.560035,2.08,86032
Algol,3.136148,40.955648,2.09,14576
Almaak,2.064984,42.329725,2.1,9640
Denebola,11.817663,14.57206,2.14,57632
Cih,0.945143,60.71674,2.15,4427
,12.691971,-48.959888,2.2,61932
Naos,8.059737,-40.003148,2.21,39429
